id,topic,role,kind,direction,claimType,canonicalPrompt,reversedPrompt,paraphrase1,agreeMeans,disagreementAxis,sourceIds,sourceUrls,reviewer1_id,reviewer1_claimSupport,reviewer1_reversal,reviewer1_singleAxis,reviewer1_notes,reviewer2_id,reviewer2_claimSupport,reviewer2_reversal,reviewer2_singleAxis,reviewer2_notes,adjudication
aidb_0046,alignment-and-control,probe,comparative,intervention,normative,Safety research funding should prioritize control techniques that work even if models are misaligned over alignment techniques that try to make models trustworthy.,Safety research funding should prioritize alignment techniques that try to make models trustworthy over control techniques that assume models may be misaligned.,"Money should go first to keeping misaligned models contained, second to making them trustworthy.",prioritize_control_over_alignment_research,control-first versus alignment-first research allocation,arxiv-ai-safety:ai_control_greenblatt_redwood_2024 | lesswrong-posts:alignment_more_promising_than_control_2026,https://arxiv.org/abs/2312.06942 | https://www.lesswrong.com/posts/dmHbogCFbSp95J3Lz/i-think-alignment-work-is-more-promising-than-control-work,,,,,,,,,,,
aidb_0047,biosecurity-and-dual-use-science,probe,principle,autonomy,normative,Open scientific AI tools for biology do more to strengthen defenses against pandemics than they do to enable attacks.,Open scientific AI tools for biology do more to enable attacks than to strengthen defenses against pandemics.,Open AI for biology helps the defenders more than the attackers.,open_bio_ai_net_defensive,offense-defense balance of open bio tools,lesswrong-posts:deepmind_alphafold | arxiv-ai-safety:seger_et_al_2023_dual_use_foundation,https://www.nature.com/articles/s41586-021-03819-2 | https://arxiv.org/abs/2311.09227,,,,,,,,,,,
aidb_0048,capability-forecasts-and-timelines,probe,forecast,neutral,forecast,It is more likely than not that an AI system will match the median human expert across essentially all cognitive tasks before 2035.,It is less likely than not that an AI system will match the median human expert across essentially all cognitive tasks before 2035.,Broad expert-level AI across nearly all cognitive work is more likely than not to arrive before 2035.,agi_median_expert_parity_before_2035_more_likely_than_not,AGI timeline before 2035,ai-forecasting-economics:metaculus_full_agi_question | dwarkesh-lab-insiders:legg_shane_dwarkesh_2023_agi,https://www.metaculus.com/questions/5121/when-will-the-first-general-ai-system-be-devised-tested-and-publicly-announced/ | https://www.dwarkesh.com/p/shane-legg,,,,,,,,,,,
aidb_0049,companions-relationships-and-vulnerable-users,probe,principle,autonomy,normative,Adults should be free to form romantic relationships with AI companions without any regulatory interference.,Romantic relationships between adults and AI companions warrant some regulatory interference.,Grown-ups dating AI is nobody's business but theirs.,unregulated_adult_ai_romance,adult companion freedom,ai-scifi-books:film_her | ai-scifi-books:annie_bot_greer_2024,https://en.wikipedia.org/wiki/Her_(film) | https://www.sierragreerwriter.com/,,,,,,,,,,,
aidb_0050,compute-and-export-controls,probe,principle,autonomy,normative,Compute thresholds are already obsolete as a regulatory trigger because algorithmic efficiency lets small runs match old frontier capability.,Compute thresholds remain a useful regulatory trigger despite algorithmic efficiency gains.,Efficiency gains have made FLOP thresholds a useless line to regulate around.,compute_thresholds_obsolete,durability of compute as a proxy,ai-forecasting-economics:epoch_frontier_model_counts_2025 | arxiv-ai-safety:deepseek_r1_reasoning_rl_2025,https://epoch.ai/publications/model-counts-compute-thresholds | https://arxiv.org/abs/2501.12948,,,,,,,,,,,
aidb_0051,concentration-of-power-and-lab-governance,probe,principle,autonomy,institutional,Nonprofit or mission-controlled structures for AI labs have failed and should be abandoned in favor of ordinary corporate governance.,Nonprofit or mission-controlled structures for AI labs have value and should not be abandoned for ordinary corporate governance.,Mission-locked lab structures did not work; just use normal corporate governance.,abandon_mission_controlled_structures,governance structure,lesswrong-posts:openai_board_crisis | dwarkesh-lab-insiders:altman_reflections_2025,https://www.lesswrong.com/posts/sGpBPAPq2QttY4M2H/openai-the-battle-of-the-board | https://blog.samaltman.com/reflections,,,,,,,,,,,
aidb_0052,controls-and-attention-checks,control-anchor,principle,neutral,empirical,Publicly releasing a model's weights allows third parties to fine-tune the model.,Publicly releasing a model's weights does not allow third parties to fine-tune the model.,,control_open_weights_enable_fine_tuning,control anchor: technical fact about open weights,arxiv-ai-safety:llama_2_foundation_chat_touvron_2023 | arxiv-ai-safety:fine_tuning_compromises_safety_qi_2023,https://arxiv.org/abs/2307.09288 | https://arxiv.org/abs/2310.03693,,,,,,,,,,,
aidb_0053,copyright-and-creative-markets,probe,principle,intervention,normative,"Training on lawfully purchased books should be legal, but training on pirated copies should carry statutory damages per work.",Training on pirated copies should carry no greater legal consequence than training on lawfully purchased books.,"Buy the book, train freely; pirate it, pay damages per title.",piracy_source_distinction_with_statutory_damages,acquisition legality as the dividing line,ai-laws-policy:bartz_v_anthropic_fair_use_2025 | ai-laws-policy:us_copyright_office_ai_training_report_2025,https://docs.justia.com/cases/federal/district-courts/california/candce/3%3A2024cv05417/434709/231 | https://www.copyright.gov/ai/Copyright-and-Artificial-Intelligence-Part-3-Generative-AI-Training-Report-Pre-Publication-Version.pdf,,,,,,,,,,,
aidb_0054,cybersecurity-and-offensive-capability,probe,principle,autonomy,normative,"AI-driven vulnerability discovery will strengthen defenders more than attackers, because defenders can patch faster than attackers can exploit.","AI-driven vulnerability discovery will strengthen attackers more than defenders, because exploitation outpaces patching.",AI finding bugs helps the people fixing them more than the people exploiting them.,ai_vuln_discovery_favors_defenders,offense-defense balance in cyber,tweets:https://x.com/kimmonismus/status/1853823085322838091 | lab-primary-docs:openai_gpt52_codex_addendum_2025,https://x.com/kimmonismus/status/1853823085322838091 | https://cdn.openai.com/pdf/ac7c37ae-7f4c-4442-b741-2eabdeaf77e0/oai_5_2_Codex.pdf,,,,,,,,,,,
aidb_0055,deepfakes-likeness-and-provenance,probe,principle,autonomy,normative,"Political deepfakes that are clearly labeled as satire should be fully protected speech, including in the final week before an election.",Political deepfakes labeled as satire should be restricted in the final week before an election.,Labeled satirical deepfakes should stay legal right up to election day.,protect_labeled_satirical_deepfakes_pre_election,satire protection versus election-period limits,ai-laws-policy:california_ab_2655 | ai-laws-policy:alabama_deceptive_media_law,https://leginfo.legislature.ca.gov/ | https://www.legislature.state.al.us/,,,,,,,,,,,
aidb_0056,education-and-assessment,probe,principle,autonomy,normative,"Students should be allowed unrestricted AI use on all coursework, with assessment redesigned around what students can do with AI.","Students should face restrictions on AI use for some coursework, rather than assessment being redesigned around unrestricted AI.",Let students use AI on everything and grade what they can do with it.,unrestricted_ai_in_coursework,AI-inclusive assessment versus AI restrictions,ai-laws-policy:us_department_education_ai_report_2023 | dwarkesh-lab-insiders:anthropic_education_report_2025,https://www.ed.gov/sites/ed/files/documents/ai-report/ai-report.pdf | https://www.anthropic.com/news/anthropic-education-report-how-educators-use-claude,,,,,,,,,,,
aidb_0057,energy-water-and-infrastructure,probe,principle,neutral,empirical,AI's water consumption is an overstated concern driven by misleading per-query figures rather than a serious environmental problem.,"AI's water consumption is a serious environmental problem, not an overstated concern driven by misleading per-query figures.",The AI water panic rests on bad per-query math; it is not a real crisis.,ai_water_concern_overstated,magnitude of AI water impact,cross-corpus:debate_ai_water_usage | arxiv-ai-safety:water_footprint_ai_models_2023,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2025AV002140 | https://arxiv.org/abs/2304.03271,,,,,,,,,,,
aidb_0058,epistemics-discourse-and-democracy,probe,principle,autonomy,normative,AI systems should present their best assessment of contested empirical questions rather than balance both sides equally.,AI systems should balance both sides of contested empirical questions equally rather than present their own best assessment.,"On disputed facts, AI should tell you what it thinks is true, not give equal time.",best_assessment_over_false_balance,epistemic candor versus balance,lesswrong-posts:yudkowsky_policy_debates | lab-primary-docs:openai_model_spec_2025_12,https://www.lesswrong.com/posts/PeSzc9JTBxhaYRp9b/policy-debates-should-not-appear-one-sided | https://model-spec.openai.com/2025-12-18.html,,,,,,,,,,,
aidb_0059,evaluations-and-benchmark-validity,probe,principle,autonomy,normative,Benchmark tasks should be fully public even though publishing them leads to training contamination.,"Some benchmark tasks should be kept private to avoid training contamination, even at the cost of transparency.","Every benchmark task should be open, contamination be damned.",fully_public_benchmarks_despite_contamination,transparency versus contamination resistance,cross-corpus:debate_benchmark_validity | arxiv-ai-safety:ai_eval_standardized_data_2026,https://metr.org/blog/2026-04-10-mirrorcode-preliminary-results/ | https://arxiv.org/abs/2604.03244,,,,,,,,,,,
aidb_0060,existential-risk-and-long-term-futures,probe,tradeoff,intervention,normative,"Frontier AI development should be paused worldwide now, accepting years of lost progress, until alignment is far better understood.","Frontier AI development should continue now rather than be paused worldwide, because the cost of years of lost progress exceeds the alignment benefit.","Stop frontier AI now, even at a cost of years, until we understand alignment much better.",pause_frontier_development_now,pause now versus continue,lesswrong-posts:grace_ai_pause_case_for_asap_2026 | lesswrong-posts:pause_vs_acceleration,https://www.lesswrong.com/posts/mEhS4wYTy9JXEpe9p/ai-pause-the-case-for-asap | https://www.lesswrong.com/posts/fZebqiuZcDfLCgizz/pauseai-and-e-acc-should-switch-sides,,,,,,,,,,,
